76.03,64.69,61.29,54.04,0
84.47,70.72,70.69,55.64,1
79.89,68.39,64.45,57.68,2
83.36,72.02,66.35,65.15,3
83.21,72.23,68.23,49.76,4
85.75,72.44,68.01,52.41,5
85.66,73.63,66.47,63.65,6
86.66,75.27,65.72,55.17,7
85.46,74.91,72.41,58.69,8
84.41,65.91,65.17,62.19,9
88.0,72.43,69.51,57.24,10
87.93,73.71,73.53,53.43,11
88.32,76.82,73.47,54.28,12
89.97,76.71,70.43,58.67,13
81.55,74.34,71.88,68.22,14
83.22,75.58,65.32,58.05,15
89.18,72.36,74.15,62.2,16
87.0,76.21,68.84,62.75,17
87.24,76.0,72.76,57.04,18
83.87,74.81,69.53,57.41,19
87.44,75.41,78.32,65.91,20
87.91,78.09,70.61,74.03,21
88.72,72.41,72.49,58.16,22
83.78,70.9,74.1,65.09,23
85.93,74.15,68.09,60.33,24
85.51,72.99,68.38,70.29,25
87.0,75.21,71.49,68.4,26
86.69,76.88,71.57,60.58,27
86.12,75.29,72.18,71.68,28
86.78,76.75,72.79,80.77,29
83.06,73.36,69.2,74.61,30
85.59,75.39,74.76,61.09,31
85.98,72.66,71.17,69.95,32
86.71,74.09,70.58,61.56,33
89.76,77.45,75.32,57.24,34
84.41,76.46,69.66,58.67,35
84.41,74.36,77.24,66.83,36
87.08,73.14,63.85,68.4,37
86.22,74.58,72.12,70.23,38
88.08,79.35,78.59,57.17,39
85.29,75.26,71.48,61.76,40
89.01,75.16,69.96,54.96,41
87.08,76.7,73.69,57.98,42
88.27,76.24,70.38,59.96,43
88.47,77.72,70.66,61.46,44
83.48,76.62,73.85,62.38,45
87.22,77.04,72.53,65.68,46
88.6,72.43,75.37,58.12,47
85.95,76.33,67.02,61.76,48
86.64,76.17,72.72,70.33,49
85.98,76.96,75.11,70.03,50
87.02,78.26,76.17,60.95,51
87.86,78.87,76.58,59.52,52
87.62,78.62,77.16,59.59,53
87.32,78.49,76.54,62.51,54
86.78,78.95,76.35,64.38,55
87.56,79.61,75.67,65.95,56
87.41,79.87,75.67,66.59,57
87.15,78.85,74.25,60.1,58
88.25,80.31,75.88,63.09,59
88.66,81.27,77.25,66.32,60
88.34,80.16,76.0,65.81,61
88.2,79.69,74.73,65.1,62
88.68,79.92,75.12,67.89,63
88.12,79.37,75.39,63.87,64
88.05,79.21,74.51,63.6,65
87.56,79.12,74.03,60.1,66
88.83,81.07,77.94,60.81,67
88.69,81.43,79.9,67.17,68
88.68,80.81,76.86,65.61,69
89.23,81.73,74.71,63.09,70
88.42,80.23,75.93,60.17,71
88.12,79.8,75.85,58.87,72
88.44,80.43,76.51,60.88,73
88.35,80.25,75.6,60.23,74
88.35,80.16,76.13,60.81,75
88.12,79.81,76.08,60.68,76
88.2,80.6,76.88,62.31,77
88.2,80.38,76.79,62.95,78
88.2,79.65,76.05,62.31,79
